transaction_id,account_id,merchant_name,merchant_id,timestamp,transaction_description,category,amount,currency,predicted_category,confidence,correct
MARC01409,ACC0000001,SABA Parking,MRC_PRK_001,2022-03-22 13:29:00,SABA PARKING NTXP BCN,Transportation,5.53,EUR,Transportation,1.0,True
MARC01410,ACC0000001,Lidl,MRC_GRC_002,2022-03-23 21:36:00,LIDL ES 3691,Food & Dining,50.5,EUR,Food & Dining,1.0,True
MARC01411,ACC0000001,SABA Parking,MRC_PRK_001,2022-03-24 11:53:00,SABA PARKING ZFSK BCN,Transportation,16.13,EUR,Transportation,1.0,True
MARC01412,ACC0000001,Local restaurant,MRC_RST_006,2022-03-24 17:37:00,RESTAURANTE S39H1 BCN,Food & Dining,63.13,EUR,Food & Dining,1.0,True
MARC01413,ACC0000001,Local restaurant,MRC_RST_006,2022-03-25 13:30:00,RESTAURANTE O9HWA BCN,Food & Dining,58.45,EUR,Food & Dining,1.0,True
MARC01414,ACC0000001,Cepsa,MRC_GAS_002,2022-03-25 20:14:00,CEPSA 1742 ES,Transportation,64.79,EUR,Transportation,1.0,True
MARC01415,ACC0000001,BSM Parking,MRC_PRK_002,2022-03-26 14:18:00,BSM PARKING BCN GPOL,Transportation,16.21,EUR,Transportation,0.9999,True
MARC01416,ACC0000001,Local bar,MRC_BAR_003,2022-03-27 11:29:00,CERVECERIA 7VK4 BCN,Food & Dining,28.28,EUR,Food & Dining,1.0,True
MARC01417,ACC0000001,Repsol,MRC_GAS_001,2022-03-27 12:24:00,REPSOL 6431 ES,Transportation,15.97,EUR,Transportation,1.0,True
MARC01418,ACC0000001,Employer,MRC_INC_001,2022-03-28 03:57:00,NOMINA BANCO FERRER SA 202203,Income,5000.0,EUR,Income,0.9982,True
MARC01419,ACC0000001,El Born Bar,MRC_BAR_002,2022-03-30 16:50:00,EL BORN BAR BCN,Food & Dining,12.45,EUR,Food & Dining,0.9975,True
MARC01420,ACC0000001,Mercadona,MRC_GRC_001,2022-03-31 14:16:00,MERCADONA 06881,Food & Dining,51.64,EUR,Food & Dining,1.0,True
MARC01421,ACC0000001,Glovo,MRC_DLV_001,2022-03-31 19:17:00,GLOVO *ORDER 5FERE3,Food & Dining,17.43,EUR,Food & Dining,0.9999,True
MARC01422,ACC0000001,Dry Martini,MRC_BAR_004,2022-03-31 20:41:00,DRY MARTINI BCN,Food & Dining,18.67,EUR,Shopping & Retail,0.9922,False
MARC01423,ACC0000001,Zara,MRC_SHP_001,2022-03-31 23:35:00,ZARA 5515 BCN,Shopping & Retail,83.99,EUR,Shopping & Retail,1.0,True
MARC01424,ACC0000001,Landlord,MRC_RNT_001,2022-04-01 06:06:00,TRANSFERENCIA ALQUILER REF856080,Financial Services,2000.0,EUR,Financial Services,0.9998,True
MARC01425,ACC0000001,Local restaurant,MRC_RST_006,2022-04-02 10:46:00,RESTAURANTE 7O9GU BCN,Food & Dining,70.94,EUR,Food & Dining,1.0,True
MARC01426,ACC0000001,ITV,MRC_GOV_002,2022-04-02 12:39:00,ITV ESTACION 5157 BCN,Government & Legal,49.4,EUR,Government & Legal,1.0,True
MARC01427,ACC0000001,Cerveceria Catalana,MRC_RST_002,2022-04-02 18:36:00,CERVECERIA CATALANA BCN,Food & Dining,55.47,EUR,Food & Dining,0.9974,True
MARC01428,ACC0000001,La Pepita,MRC_RST_004,2022-04-02 22:34:00,LA PEPITA BCN,Food & Dining,51.14,EUR,Transportation,0.9404,False
MARC01429,ACC0000001,Orange Internet,MRC_UTL_002,2022-04-03 05:41:00,ORANGE ES UH5RR5,Utilities & Services,29.99,EUR,Utilities & Services,1.0,True
MARC01430,ACC0000001,BSM Parking,MRC_PRK_002,2022-04-03 11:17:00,BSM PARKING BCN CWKE,Transportation,16.24,EUR,Transportation,0.9999,True
MARC01431,ACC0000001,CaixaBank ATM,MRC_ATM_001,2022-04-03 22:35:00,RETIRADA EFECTIVO CAJERO PBYC,Financial Services,200.0,EUR,Financial Services,0.8806,True
MARC01432,ACC0000001,Mercadona,MRC_GRC_001,2022-04-04 12:40:00,MERCADONA 08299,Food & Dining,72.66,EUR,Food & Dining,1.0,True
MARC01433,ACC0000001,Mercadona,MRC_GRC_001,2022-04-04 22:53:00,MERCADONA 05143,Food & Dining,26.62,EUR,Food & Dining,1.0,True
MARC01434,ACC0000001,Repsol,MRC_GAS_001,2022-04-04 23:16:00,REPSOL 7870 ES,Transportation,66.6,EUR,Transportation,1.0,True
MARC01435,ACC0000001,Netflix,MRC_SUB_001,2022-04-05 01:18:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC01436,ACC0000001,Movistar,MRC_UTL_001,2022-04-05 02:42:00,MOVISTAR ES XJJUIU,Utilities & Services,39.99,EUR,Utilities & Services,1.0,True
MARC01437,ACC0000001,SABA Parking,MRC_PRK_001,2022-04-05 16:46:00,SABA PARKING RITC BCN,Transportation,11.26,EUR,Transportation,1.0,True
MARC01438,ACC0000001,Caprabo,MRC_GRC_003,2022-04-06 09:27:00,CAPRABO 9565 BCN,Food & Dining,41.3,EUR,Food & Dining,1.0,True
MARC01439,ACC0000001,La Pepita,MRC_RST_004,2022-04-07 08:31:00,LA PEPITA BCN,Food & Dining,33.71,EUR,Transportation,0.9404,False
MARC01440,ACC0000001,El Nacional,MRC_RST_001,2022-04-07 10:02:00,EL NACIONAL BARCELONA,Food & Dining,42.84,EUR,Healthcare & Medical,0.9197,False
MARC01441,ACC0000001,Lidl,MRC_GRC_002,2022-04-07 10:54:00,LIDL ES 8691,Food & Dining,37.49,EUR,Food & Dining,1.0,True
MARC01442,ACC0000001,Spotify,MRC_SUB_002,2022-04-08 00:38:00,SPOTIFY ES K4S5P5,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC01443,ACC0000001,El Xampanyet,MRC_RST_005,2022-04-08 11:20:00,EL XAMPANYET BCN,Food & Dining,29.72,EUR,Shopping & Retail,0.4552,False
MARC01444,ACC0000001,Bon Preu,MRC_GRC_004,2022-04-08 18:16:00,BON PREU 1635 BCN,Food & Dining,76.06,EUR,Food & Dining,1.0,True
MARC01445,ACC0000001,Repsol,MRC_GAS_001,2022-04-09 15:46:00,REPSOL 2040 ES,Transportation,11.96,EUR,Transportation,1.0,True
MARC01446,ACC0000001,Disney+,MRC_SUB_003,2022-04-10 00:20:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC01447,ACC0000001,CaixaBank ATM,MRC_ATM_001,2022-04-10 18:19:00,RETIRADA EFECTIVO CAJERO MRU0,Financial Services,200.0,EUR,Financial Services,0.8598,True
MARC01448,ACC0000001,Lidl,MRC_GRC_002,2022-04-10 23:04:00,LIDL ES 3573,Food & Dining,34.94,EUR,Food & Dining,1.0,True
MARC01449,ACC0000001,Decathlon,MRC_SHP_007,2022-04-11 10:09:00,DECATHLON 1422 BCN,Shopping & Retail,161.31,EUR,Shopping & Retail,0.7292,True
MARC01450,ACC0000001,SABA Parking,MRC_PRK_001,2022-04-11 13:13:00,SABA PARKING W044 BCN,Transportation,7.33,EUR,Transportation,1.0,True
MARC01451,ACC0000001,HBO Max,MRC_SUB_004,2022-04-12 00:11:00,MAX *SUBSCRIPTION WMRXFV,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC01452,ACC0000001,Mercadona,MRC_GRC_001,2022-04-12 13:10:00,MERCADONA 03710,Food & Dining,47.22,EUR,Food & Dining,1.0,True
MARC01453,ACC0000001,Farmàcia,MRC_MED_001,2022-04-12 17:09:00,FARMACIA KZBR BCN,Healthcare & Medical,6.56,EUR,Healthcare & Medical,1.0,True
MARC01454,ACC0000001,Bar del Pla,MRC_RST_003,2022-04-13 16:19:00,BAR DEL PLA BCNA,Food & Dining,40.96,EUR,Food & Dining,0.9923,True
MARC01455,ACC0000001,Cerveceria Catalana,MRC_RST_002,2022-04-13 23:02:00,CERVECERIA CATALANA BCN,Food & Dining,22.54,EUR,Food & Dining,0.9974,True
MARC01456,ACC0000001,Local restaurant,MRC_RST_006,2022-04-14 18:41:00,RESTAURANTE 8AANS BCN,Food & Dining,18.33,EUR,Food & Dining,1.0,True
MARC01457,ACC0000001,DiR Gym,MRC_GYM_001,2022-04-15 00:55:00,GIMNASIO DIR 8218 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC01458,ACC0000001,Amazon Prime,MRC_SUB_005,2022-04-15 04:33:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC01459,ACC0000001,Mercadona,MRC_GRC_001,2022-04-16 10:02:00,MERCADONA 06683,Food & Dining,72.83,EUR,Food & Dining,1.0,True
MARC01460,ACC0000001,Local restaurant,MRC_RST_006,2022-04-16 18:57:00,RESTAURANTE MQ23C BCN,Food & Dining,37.8,EUR,Food & Dining,1.0,True
MARC01461,ACC0000001,BSM Parking,MRC_PRK_002,2022-04-16 20:01:00,BSM PARKING BCN FY6U,Transportation,10.77,EUR,Transportation,0.9999,True
MARC01462,ACC0000001,El Born Bar,MRC_BAR_002,2022-04-18 18:16:00,EL BORN BAR BCN,Food & Dining,22.17,EUR,Food & Dining,0.9975,True
MARC01463,ACC0000001,Mercadona,MRC_GRC_001,2022-04-19 10:30:00,MERCADONA 07662,Food & Dining,105.66,EUR,Food & Dining,1.0,True
MARC01464,ACC0000001,Floristería,MRC_FLO_001,2022-04-19 14:00:00,FLORISTA LLVJ BCN,Shopping & Retail,23.88,EUR,Shopping & Retail,1.0,True
MARC01465,ACC0000001,iCloud,MRC_SUB_007,2022-04-20 05:05:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC01466,ACC0000001,Local bar,MRC_BAR_003,2022-04-21 14:15:00,BAR C295 BCN,Food & Dining,10.64,EUR,Food & Dining,0.9988,True
MARC01467,ACC0000001,Dry Martini,MRC_BAR_004,2022-04-22 16:54:00,DRY MARTINI BCN,Food & Dining,20.97,EUR,Shopping & Retail,0.9922,False
MARC01468,ACC0000001,Bar del Pla,MRC_RST_003,2022-04-22 17:29:00,BAR DEL PLA BCNA,Food & Dining,67.96,EUR,Food & Dining,0.9923,True
MARC01469,ACC0000001,Cepsa,MRC_GAS_002,2022-04-22 19:03:00,CEPSA 3065 ES,Transportation,14.26,EUR,Transportation,1.0,True
MARC01470,ACC0000001,BSM Parking,MRC_PRK_002,2022-04-22 20:48:00,BSM PARKING BCN XJGB,Transportation,15.2,EUR,Transportation,0.9999,True
MARC01471,ACC0000001,SABA Parking,MRC_PRK_001,2022-04-25 15:16:00,SABA PARKING 0KO2 BCN,Transportation,11.47,EUR,Transportation,1.0,True
MARC01472,ACC0000001,El Born Bar,MRC_BAR_002,2022-04-25 17:06:00,EL BORN BAR BCN,Food & Dining,17.13,EUR,Food & Dining,0.9975,True
MARC01473,ACC0000001,H&M,MRC_SHP_004,2022-04-25 17:50:00,H&M 3680 BCN,Shopping & Retail,39.77,EUR,Shopping & Retail,0.4507,True
MARC01474,ACC0000001,Amazon ES,MRC_SHP_005,2022-04-25 18:59:00,AMZN MKTP ES*UELWGTR9,Shopping & Retail,85.45,EUR,Shopping & Retail,1.0,True
MARC01475,ACC0000001,El Born Bar,MRC_BAR_002,2022-04-26 14:17:00,EL BORN BAR BCN,Food & Dining,18.7,EUR,Food & Dining,0.9975,True
MARC01476,ACC0000001,Local bar,MRC_BAR_003,2022-04-27 14:59:00,CERVECERIA GIBW BCN,Food & Dining,26.59,EUR,Food & Dining,0.9998,True
MARC01477,ACC0000001,Employer,MRC_INC_001,2022-04-28 01:29:00,NOMINA BANCO FERRER SA 202204,Income,5000.0,EUR,Income,0.9982,True
MARC01478,ACC0000001,Mikkeller Barcelona,MRC_BAR_001,2022-04-28 23:36:00,MIKKELLER BARCELONA,Food & Dining,15.69,EUR,Food & Dining,0.4847,True
MARC01479,ACC0000001,Cepsa,MRC_GAS_002,2022-04-29 11:54:00,CEPSA 1732 ES,Transportation,80.43,EUR,Transportation,1.0,True
MARC01480,ACC0000001,Dry Martini,MRC_BAR_004,2022-04-29 13:30:00,DRY MARTINI BCN,Food & Dining,12.79,EUR,Shopping & Retail,0.9922,False
MARC01481,ACC0000001,La Pepita,MRC_RST_004,2022-04-29 16:24:00,LA PEPITA BCN,Food & Dining,65.93,EUR,Transportation,0.9404,False
MARC01482,ACC0000001,Mercadona,MRC_GRC_001,2022-04-30 10:23:00,MERCADONA 06110,Food & Dining,26.63,EUR,Food & Dining,1.0,True
MARC01483,ACC0000001,CaixaBank ATM,MRC_ATM_001,2022-04-30 11:32:00,RETIRADA EFECTIVO CAJERO MSXC,Financial Services,150.0,EUR,Financial Services,0.8618,True
MARC01484,ACC0000001,Local restaurant,MRC_RST_006,2022-04-30 21:12:00,CAFETERIA H3JT BCN,Food & Dining,44.71,EUR,Food & Dining,1.0,True
MARC01485,ACC0000001,Landlord,MRC_RNT_001,2022-05-01 01:02:00,TRANSFERENCIA ALQUILER REF581554,Financial Services,2000.0,EUR,Financial Services,0.9998,True
MARC01486,ACC0000001,Just Eat,MRC_DLV_002,2022-05-02 17:35:00,JUST EAT ES 45I0PX,Food & Dining,30.2,EUR,Food & Dining,1.0,True
MARC01487,ACC0000001,Lidl,MRC_GRC_002,2022-05-02 21:32:00,LIDL ES 2686,Food & Dining,84.64,EUR,Food & Dining,1.0,True
MARC01488,ACC0000001,BSM Parking,MRC_PRK_002,2022-05-02 23:48:00,BSM PARKING BCN RTHN,Transportation,9.87,EUR,Transportation,0.9999,True
MARC01489,ACC0000001,Orange Internet,MRC_UTL_002,2022-05-03 01:54:00,ORANGE ES 9WJW3E,Utilities & Services,29.99,EUR,Utilities & Services,1.0,True
MARC01490,ACC0000001,Glovo,MRC_DLV_001,2022-05-03 11:24:00,GLOVO *ORDER TH66C4,Food & Dining,34.9,EUR,Food & Dining,1.0,True
MARC01491,ACC0000001,Cepsa,MRC_GAS_002,2022-05-04 14:02:00,CEPSA 2632 ES,Transportation,15.32,EUR,Transportation,1.0,True
MARC01492,ACC0000001,Netflix,MRC_SUB_001,2022-05-05 01:59:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC01493,ACC0000001,Movistar,MRC_UTL_001,2022-05-05 02:17:00,MOVISTAR ES YUDJ9M,Utilities & Services,39.99,EUR,Utilities & Services,1.0,True
MARC01494,ACC0000001,El Xampanyet,MRC_RST_005,2022-05-05 20:11:00,EL XAMPANYET BCN,Food & Dining,33.93,EUR,Shopping & Retail,0.4552,False
MARC01495,ACC0000001,Local restaurant,MRC_RST_006,2022-05-07 20:17:00,CAFETERIA 3L0Q BCN,Food & Dining,58.61,EUR,Food & Dining,1.0,True
MARC01496,ACC0000001,Mercadona,MRC_GRC_001,2022-05-07 22:03:00,MERCADONA 04684,Food & Dining,59.76,EUR,Food & Dining,1.0,True
MARC01497,ACC0000001,Spotify,MRC_SUB_002,2022-05-08 01:16:00,SPOTIFY ES RJML2U,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC01498,ACC0000001,SABA Parking,MRC_PRK_001,2022-05-08 11:37:00,SABA PARKING IUQ5 BCN,Transportation,5.27,EUR,Transportation,1.0,True
MARC01499,ACC0000001,Disney+,MRC_SUB_003,2022-05-10 06:20:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC01500,ACC0000001,Local restaurant,MRC_RST_006,2022-05-10 10:51:00,CAFETERIA MD48 BCN,Food & Dining,56.12,EUR,Food & Dining,1.0,True
MARC01501,ACC0000001,Local restaurant,MRC_RST_006,2022-05-10 16:53:00,CAFETERIA XAKJ BCN,Food & Dining,38.5,EUR,Food & Dining,1.0,True
MARC01502,ACC0000001,H&M,MRC_SHP_004,2022-05-11 14:03:00,H&M 3632 BCN,Shopping & Retail,75.88,EUR,Shopping & Retail,0.4507,True
MARC01503,ACC0000001,Mango,MRC_SHP_002,2022-05-11 23:51:00,MANGO 8160 BCN,Shopping & Retail,50.17,EUR,Shopping & Retail,1.0,True
MARC01504,ACC0000001,HBO Max,MRC_SUB_004,2022-05-12 04:23:00,MAX *SUBSCRIPTION 1HIZJ0,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC01505,ACC0000001,Lidl,MRC_GRC_002,2022-05-12 17:23:00,LIDL ES 5375,Food & Dining,40.45,EUR,Food & Dining,1.0,True
MARC01506,ACC0000001,Cerveceria Catalana,MRC_RST_002,2022-05-13 16:36:00,CERVECERIA CATALANA BCN,Food & Dining,49.51,EUR,Food & Dining,0.9974,True
MARC01507,ACC0000001,CaixaBank ATM,MRC_ATM_001,2022-05-13 23:37:00,RETIRADA EFECTIVO CAJERO RIFE,Financial Services,200.0,EUR,Financial Services,0.7657,True
MARC01508,ACC0000001,SABA Parking,MRC_PRK_001,2022-05-14 08:43:00,SABA PARKING GM5B BCN,Transportation,8.22,EUR,Transportation,1.0,True
MARC01509,ACC0000001,DiR Gym,MRC_GYM_001,2022-05-15 04:35:00,GIMNASIO DIR 3024 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC01510,ACC0000001,Amazon Prime,MRC_SUB_005,2022-05-15 06:01:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC01511,ACC0000001,El Xampanyet,MRC_RST_005,2022-05-15 15:00:00,EL XAMPANYET BCN,Food & Dining,18.1,EUR,Shopping & Retail,0.4552,False
MARC01512,ACC0000001,Mercadona,MRC_GRC_001,2022-05-15 16:24:00,MERCADONA 02019,Food & Dining,71.41,EUR,Food & Dining,1.0,True
MARC01513,ACC0000001,Local restaurant,MRC_RST_006,2022-05-16 09:32:00,CAFETERIA WIWK BCN,Food & Dining,37.69,EUR,Food & Dining,1.0,True
MARC01514,ACC0000001,Cerveceria Catalana,MRC_RST_002,2022-05-16 23:15:00,CERVECERIA CATALANA BCN,Food & Dining,24.34,EUR,Food & Dining,0.9974,True
MARC01515,ACC0000001,Repsol,MRC_GAS_001,2022-05-17 15:11:00,REPSOL 1609 ES,Transportation,79.03,EUR,Transportation,1.0,True
MARC01516,ACC0000001,Mercadona,MRC_GRC_001,2022-05-17 16:29:00,MERCADONA 08776,Food & Dining,48.3,EUR,Food & Dining,1.0,True
MARC01517,ACC0000001,Primark,MRC_SHP_008,2022-05-18 15:23:00,PRIMARK BCN 3026,Shopping & Retail,92.21,EUR,Shopping & Retail,0.9981,True
MARC01518,ACC0000001,Mercadona,MRC_GRC_001,2022-05-18 23:08:00,MERCADONA 07957,Food & Dining,15.0,EUR,Food & Dining,1.0,True
MARC01519,ACC0000001,Local restaurant,MRC_RST_006,2022-05-19 13:20:00,RESTAURANTE XGDYP BCN,Food & Dining,61.1,EUR,Food & Dining,1.0,True
MARC01520,ACC0000001,Local bar,MRC_BAR_003,2022-05-19 14:50:00,BAR 9GNY BCN,Food & Dining,30.7,EUR,Food & Dining,0.9988,True
MARC01521,ACC0000001,iCloud,MRC_SUB_007,2022-05-20 04:22:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC01522,ACC0000001,CaixaBank ATM,MRC_ATM_001,2022-05-20 11:57:00,RETIRADA EFECTIVO CAJERO Z5G8,Financial Services,100.0,EUR,Financial Services,0.8597,True
MARC01523,ACC0000001,Dry Martini,MRC_BAR_004,2022-05-20 17:42:00,DRY MARTINI BCN,Food & Dining,12.6,EUR,Shopping & Retail,0.9922,False
MARC01524,ACC0000001,BSM Parking,MRC_PRK_002,2022-05-20 17:51:00,BSM PARKING BCN I6GJ,Transportation,21.42,EUR,Transportation,0.9999,True
MARC01525,ACC0000001,Repsol,MRC_GAS_001,2022-05-21 09:59:00,REPSOL 9485 ES,Transportation,72.22,EUR,Transportation,1.0,True
MARC01526,ACC0000001,Lidl,MRC_GRC_002,2022-05-21 21:53:00,LIDL ES 6709,Food & Dining,56.27,EUR,Food & Dining,1.0,True
MARC01527,ACC0000001,El Nacional,MRC_RST_001,2022-05-22 14:27:00,EL NACIONAL BARCELONA,Food & Dining,19.23,EUR,Healthcare & Medical,0.9197,False
MARC01528,ACC0000001,Bon Preu,MRC_GRC_004,2022-05-22 16:15:00,BON PREU 3176 BCN,Food & Dining,39.01,EUR,Food & Dining,1.0,True
MARC01529,ACC0000001,Local bar,MRC_BAR_003,2022-05-22 20:58:00,CERVECERIA RS8D BCN,Food & Dining,36.85,EUR,Food & Dining,1.0,True
MARC01530,ACC0000001,CaixaBank ATM,MRC_ATM_001,2022-05-22 23:09:00,RETIRADA EFECTIVO CAJERO RW4V,Financial Services,100.0,EUR,Financial Services,0.8672,True
MARC01531,ACC0000001,Mercadona,MRC_GRC_001,2022-05-23 21:21:00,MERCADONA 07525,Food & Dining,23.13,EUR,Food & Dining,1.0,True
MARC01532,ACC0000001,SABA Parking,MRC_PRK_001,2022-05-24 08:07:00,SABA PARKING 7TDT BCN,Transportation,12.53,EUR,Transportation,1.0,True
MARC01533,ACC0000001,El Born Bar,MRC_BAR_002,2022-05-24 21:09:00,EL BORN BAR BCN,Food & Dining,26.27,EUR,Food & Dining,0.9975,True
MARC01534,ACC0000001,SABA Parking,MRC_PRK_001,2022-05-24 23:46:00,SABA PARKING C8L1 BCN,Transportation,12.15,EUR,Transportation,1.0,True
MARC01535,ACC0000001,Local bar,MRC_BAR_003,2022-05-27 20:55:00,BAR 5AHX BCN,Food & Dining,37.53,EUR,Food & Dining,0.9987,True
MARC01536,ACC0000001,Employer,MRC_INC_001,2022-05-28 05:36:00,NOMINA BANCO FERRER SA 202205,Income,5000.0,EUR,Income,0.9982,True
MARC01537,ACC0000001,Local bar,MRC_BAR_003,2022-05-28 08:36:00,CERVECERIA FUKJ BCN,Food & Dining,16.18,EUR,Food & Dining,1.0,True
MARC01538,ACC0000001,Local restaurant,MRC_RST_006,2022-05-28 12:41:00,CAFETERIA 8Y9A BCN,Food & Dining,34.78,EUR,Food & Dining,1.0,True
MARC01539,ACC0000001,Lidl,MRC_GRC_002,2022-05-29 08:28:00,LIDL ES 7581,Food & Dining,67.62,EUR,Food & Dining,1.0,True
MARC01540,ACC0000001,Mikkeller Barcelona,MRC_BAR_001,2022-05-29 23:27:00,MIKKELLER BARCELONA,Food & Dining,15.09,EUR,Food & Dining,0.4847,True
MARC01541,ACC0000001,Cepsa,MRC_GAS_002,2022-05-30 12:59:00,CEPSA 9791 ES,Transportation,15.0,EUR,Transportation,1.0,True
MARC01542,ACC0000001,Local bar,MRC_BAR_003,2022-05-30 13:07:00,BAR Q5RR BCN,Food & Dining,21.18,EUR,Food & Dining,0.9989,True
MARC01543,ACC0000001,Landlord,MRC_RNT_001,2022-06-01 00:22:00,TRANSFERENCIA ALQUILER REF128890,Financial Services,2000.0,EUR,Financial Services,0.9998,True
MARC01544,ACC0000001,Vueling,MRC_AIR_001,2022-06-01 13:37:00,VUELING AIRLINES VNUW1Y,Transportation,324.08,EUR,Transportation,1.0,True
MARC01545,ACC0000001,Orange Internet,MRC_UTL_002,2022-06-03 01:51:00,ORANGE ES RJI1WN,Utilities & Services,29.99,EUR,Utilities & Services,0.9999,True
MARC01546,ACC0000001,El Xampanyet,MRC_RST_005,2022-06-04 11:27:00,EL XAMPANYET BCN,Food & Dining,53.4,EUR,Shopping & Retail,0.4552,False
MARC01547,ACC0000001,SABA Parking,MRC_PRK_001,2022-06-04 17:12:00,SABA PARKING MGGU BCN,Transportation,6.2,EUR,Transportation,1.0,True
MARC01548,ACC0000001,Local restaurant,MRC_RST_006,2022-06-04 20:38:00,RESTAURANTE S3A01 BCN,Food & Dining,30.86,EUR,Food & Dining,1.0,True
MARC01549,ACC0000001,Netflix,MRC_SUB_001,2022-06-05 03:50:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC01550,ACC0000001,Movistar,MRC_UTL_001,2022-06-05 06:35:00,MOVISTAR ES S91ZVU,Utilities & Services,39.99,EUR,Utilities & Services,1.0,True
MARC01551,ACC0000001,Bon Preu,MRC_GRC_004,2022-06-06 10:39:00,BON PREU 3239 BCN,Food & Dining,20.58,EUR,Food & Dining,1.0,True
MARC01552,ACC0000001,Caprabo,MRC_GRC_003,2022-06-06 15:25:00,CAPRABO 9322 BCN,Food & Dining,86.72,EUR,Food & Dining,1.0,True
MARC01553,ACC0000001,Cerveceria Catalana,MRC_RST_002,2022-06-06 23:26:00,CERVECERIA CATALANA BCN,Food & Dining,55.92,EUR,Food & Dining,0.9974,True
MARC01554,ACC0000001,SABA Parking,MRC_PRK_001,2022-06-06 23:42:00,SABA PARKING 9UTF BCN,Transportation,10.37,EUR,Transportation,1.0,True
MARC01555,ACC0000001,BSM Parking,MRC_PRK_002,2022-06-07 11:11:00,BSM PARKING BCN VEWI,Transportation,10.94,EUR,Transportation,0.9999,True
MARC01556,ACC0000001,Mercadona,MRC_GRC_001,2022-06-07 16:24:00,MERCADONA 04068,Food & Dining,60.02,EUR,Food & Dining,1.0,True
MARC01557,ACC0000001,Spotify,MRC_SUB_002,2022-06-08 06:35:00,SPOTIFY ES 17GB2J,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC01558,ACC0000001,BSM Parking,MRC_PRK_002,2022-06-08 09:23:00,BSM PARKING BCN 0BMD,Transportation,5.98,EUR,Transportation,0.9999,True
MARC01559,ACC0000001,Cepsa,MRC_GAS_002,2022-06-08 10:01:00,CEPSA 7114 ES,Transportation,65.98,EUR,Transportation,1.0,True
MARC01560,ACC0000001,BSM Parking,MRC_PRK_002,2022-06-08 13:17:00,BSM PARKING BCN VZKK,Transportation,6.08,EUR,Transportation,0.9999,True
MARC01561,ACC0000001,El Xampanyet,MRC_RST_005,2022-06-08 14:08:00,EL XAMPANYET BCN,Food & Dining,46.34,EUR,Shopping & Retail,0.4552,False
MARC01562,ACC0000001,Mercadona,MRC_GRC_001,2022-06-08 17:00:00,MERCADONA 03245,Food & Dining,58.83,EUR,Food & Dining,1.0,True
MARC01563,ACC0000001,Mercadona,MRC_GRC_001,2022-06-09 12:46:00,MERCADONA 08932,Food & Dining,74.31,EUR,Food & Dining,1.0,True
MARC01564,ACC0000001,Disney+,MRC_SUB_003,2022-06-10 01:52:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC01565,ACC0000001,Mercadona,MRC_GRC_001,2022-06-11 11:01:00,MERCADONA 02255,Food & Dining,55.55,EUR,Food & Dining,1.0,True
MARC01566,ACC0000001,HBO Max,MRC_SUB_004,2022-06-12 05:25:00,MAX *SUBSCRIPTION NAJHIW,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC01567,ACC0000001,Mercadona,MRC_GRC_001,2022-06-12 09:39:00,MERCADONA 02526,Food & Dining,73.17,EUR,Food & Dining,1.0,True
MARC01568,ACC0000001,La Pepita,MRC_RST_004,2022-06-12 21:41:00,LA PEPITA BCN,Food & Dining,45.29,EUR,Transportation,0.9404,False
MARC01569,ACC0000001,BSM Parking,MRC_PRK_002,2022-06-13 12:08:00,BSM PARKING BCN 9X62,Transportation,18.8,EUR,Transportation,0.9999,True
MARC01570,ACC0000001,Booking.com,MRC_HTL_001,2022-06-13 20:01:00,BOOKING.COM 9CWYJU,Transportation,385.27,EUR,Transportation,1.0,True
MARC01571,ACC0000001,Cerveceria Catalana,MRC_RST_002,2022-06-14 11:48:00,CERVECERIA CATALANA BCN,Food & Dining,38.0,EUR,Food & Dining,0.9974,True
MARC01572,ACC0000001,Repsol,MRC_GAS_001,2022-06-14 18:51:00,REPSOL 2514 ES,Transportation,14.18,EUR,Transportation,1.0,True
